id_obs,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
378,4040810000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2006713,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.64,0.04,707,,,,,,2016-10-05,5,10,2016,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2006713,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:36.433Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
379,1501580000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1724383,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.86,0.17,707,,,,,,2013-08-07,7,8,2013,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1724383,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:46.603Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
380,1501580000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1724547,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus canicula,,SPECIES,"Scyliorhinus canicula (Linnaeus, 1758)","Scyliorhinus canicula (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.87,0.14,707,,,,,,2013-08-07,7,8,2013,2418684,2418684,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1724547,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:46.632Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
381,4040570000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2141994,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,,SPECIES,"Torpedo torpedo (Linnaeus, 1758)","Torpedo torpedo (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.5,-0.14,707,,,,,,2018-08-02,2,8,2018,5215534,5215534,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2141994,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:05.402Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
382,1501580000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1725274,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis aquila,,SPECIES,"Myliobatis aquila (Linnaeus, 1758)","Myliobatis aquila (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,39.16,-0.15,707,,,,,,2013-07-22,22,7,2013,2419310,2419310,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1725274,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:46.605Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_COORDINATE_MISMATCH
383,4040900000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2144715,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis aquila,,SPECIES,"Myliobatis aquila (Linnaeus, 1758)","Myliobatis aquila (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.58,-0.06,707,,,,,,2018-06-27,27,6,2018,2419310,2419310,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2144715,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:05.423Z,,GEODETIC_DATUM_ASSUMED_WGS84
384,4040800000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2087181,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,39.33,-0.29,707,,,,,,2017-10-24,24,10,2017,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2087181,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:47.638Z,,GEODETIC_DATUM_ASSUMED_WGS84
385,4040900000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2135599,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis aquila,,SPECIES,"Myliobatis aquila (Linnaeus, 1758)","Myliobatis aquila (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,39.51,-0.25,707,,,,,,2018-05-08,8,5,2018,2419310,2419310,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2135599,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:05.397Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_COORDINATE_MISMATCH
386,4040520000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2087586,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,39.33,-0.28,707,,,,,,2017-10-24,24,10,2017,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2087586,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:14.477Z,,GEODETIC_DATUM_ASSUMED_WGS84
387,4041000000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2002828,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.64,0.06,707,,,,,,2016-10-05,5,10,2016,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2002828,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:04.970Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
388,4040880000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2143273,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis aquila,,SPECIES,"Myliobatis aquila (Linnaeus, 1758)","Myliobatis aquila (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,37.89,-0.74,707,,,,,,2018-06-20,20,6,2018,2419310,2419310,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2143273,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:05.385Z,,GEODETIC_DATUM_ASSUMED_WGS84
389,4040900000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2139045,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,37.94,-0.71,707,,,,,,2018-06-20,20,6,2018,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2139045,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:05.402Z,,GEODETIC_DATUM_ASSUMED_WGS84
390,4040990000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2278257,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.87,0.04,707,,,,,,2019-06,,6,2019,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2278257,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:06.116Z,,GEODETIC_DATUM_ASSUMED_WGS84
391,4040850000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2076266,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.65,0.08,707,,,,,,2017-07-21,21,7,2017,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2076266,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:36.563Z,,GEODETIC_DATUM_ASSUMED_WGS84
392,4040460000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2006956,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,,SPECIES,"Torpedo torpedo (Linnaeus, 1758)","Torpedo torpedo (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.64,0.04,707,,,,,,2016-10-05,5,10,2016,5215534,5215534,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2006956,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:05.014Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
393,1501580000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1721872,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.85,0.1,707,,,,,,2013-08-07,7,8,2013,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1721872,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:46.595Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
394,4040870000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2081936,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus canicula,,SPECIES,"Scyliorhinus canicula (Linnaeus, 1758)","Scyliorhinus canicula (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.64,0.06,707,,,,,,2017-07-21,21,7,2017,2418684,2418684,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2081936,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:36.567Z,,GEODETIC_DATUM_ASSUMED_WGS84
395,4040900000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2138987,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis aquila,,SPECIES,"Myliobatis aquila (Linnaeus, 1758)","Myliobatis aquila (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,37.94,-0.71,707,,,,,,2018-06-20,20,6,2018,2419310,2419310,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2138987,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:05.399Z,,GEODETIC_DATUM_ASSUMED_WGS84
396,4040990000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2278301,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,,SPECIES,"Torpedo torpedo (Linnaeus, 1758)","Torpedo torpedo (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.85,0.1,707,,,,,,2019-06,,6,2019,5215534,5215534,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2278301,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:06.117Z,,GEODETIC_DATUM_ASSUMED_WGS84
397,4040680000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2278143,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus canicula,,SPECIES,"Scyliorhinus canicula (Linnaeus, 1758)","Scyliorhinus canicula (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.87,0.14,707,,,,,,2019-06,,6,2019,2418684,2418684,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2278143,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:14.946Z,,GEODETIC_DATUM_ASSUMED_WGS84
398,4040910000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2142045,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.5,-0.14,707,,,,,,2018-08-02,2,8,2018,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2142045,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:05.407Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
399,4040520000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2088855,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,39.37,-0.3,707,,,,,,2017-10-24,24,10,2017,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2088855,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:05.279Z,,GEODETIC_DATUM_ASSUMED_WGS84
400,1501610000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1750708,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,,SPECIES,"Torpedo torpedo (Linnaeus, 1758)","Torpedo torpedo (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.36,-0.4,707,,,,,,2014-06-06,6,6,2014,5215534,5215534,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1750708,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:46.671Z,,GEODETIC_DATUM_ASSUMED_WGS84
401,4040810000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2077174,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis aquila,,SPECIES,"Myliobatis aquila (Linnaeus, 1758)","Myliobatis aquila (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.68,0.14,707,,,,,,2017-07-20,20,7,2017,2419310,2419310,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2077174,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:14.546Z,,GEODETIC_DATUM_ASSUMED_WGS84
402,4040690000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2278305,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,,SPECIES,"Torpedo torpedo (Linnaeus, 1758)","Torpedo torpedo (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.86,0.09,707,,,,,,2019-06,,6,2019,5215534,5215534,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2278305,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:14.947Z,,GEODETIC_DATUM_ASSUMED_WGS84
403,4040850000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2088901,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,,SPECIES,"Torpedo torpedo (Linnaeus, 1758)","Torpedo torpedo (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,39.37,-0.3,707,,,,,,2017-10-24,24,10,2017,5215534,5215534,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2088901,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:05.288Z,,GEODETIC_DATUM_ASSUMED_WGS84
404,4040520000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2087137,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,,SPECIES,"Torpedo torpedo (Linnaeus, 1758)","Torpedo torpedo (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,39.32,-0.27,707,,,,,,2017-10-24,24,10,2017,5215534,5215534,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2087137,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:14.554Z,,GEODETIC_DATUM_ASSUMED_WGS84
405,4040460000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2008075,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis aquila,,SPECIES,"Myliobatis aquila (Linnaeus, 1758)","Myliobatis aquila (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.52,-0.17,707,,,,,,2016-10-06,6,10,2016,2419310,2419310,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2008075,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:05.025Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
406,4040460000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2001559,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,,SPECIES,"Torpedo torpedo (Linnaeus, 1758)","Torpedo torpedo (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.52,-0.17,707,,,,,,2016-10-06,6,10,2016,5215534,5215534,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2001559,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:05.010Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
407,4040520000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2087632,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,,SPECIES,"Torpedo torpedo (Linnaeus, 1758)","Torpedo torpedo (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,39.33,-0.28,707,,,,,,2017-10-24,24,10,2017,5215534,5215534,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2087632,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:14.556Z,,GEODETIC_DATUM_ASSUMED_WGS84
408,4040870000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2082052,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus canicula,,SPECIES,"Scyliorhinus canicula (Linnaeus, 1758)","Scyliorhinus canicula (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.66,0.12,707,,,,,,2017-07-20,20,7,2017,2418684,2418684,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2082052,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:36.567Z,,GEODETIC_DATUM_ASSUMED_WGS84
409,4040460000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2009010,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo torpedo,,SPECIES,"Torpedo torpedo (Linnaeus, 1758)","Torpedo torpedo (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.75,0.23,707,,,,,,2016-10-07,7,10,2016,5215534,5215534,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2009010,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:05.025Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
410,4040870000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2083718,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus canicula,,SPECIES,"Scyliorhinus canicula (Linnaeus, 1758)","Scyliorhinus canicula (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.76,0.23,707,,,,,,2017-06-12,12,6,2017,2418684,2418684,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2083718,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:36.569Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
411,4040470000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2003179,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus canicula,,SPECIES,"Scyliorhinus canicula (Linnaeus, 1758)","Scyliorhinus canicula (Linnaeus, 1758)","(Linnaeus, 1758)",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.73,0.22,707,,,,,,2016-10-07,7,10,2016,2418684,2418684,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2003179,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:05.011Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
412,1501610000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:1752050,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Alicante/Alacant,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,38.51,-0.18,707,,,,,,2014-07-10,10,7,2014,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,1752050,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:46.699Z,,RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
413,4040770000,95e635d4-f762-11e1-a439-00145eb45e9a,BDBCV:BDBCV-General:2009579,Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Torpedo marmorata,,SPECIES,"Torpedo marmorata Risso, 1810","Torpedo marmorata Risso, 1810","Risso, 1810",ES,,Mar,PRESENT,,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,39.56,-0.27,707,,,,,,2016-08-19,19,8,2016,5215518,5215518,HUMAN_OBSERVATION,BDBCV,BDBCV-General,2009579,,Institut Ecologia Litoral (IEL),,CC_BY_NC_4_0,,Institut Ecologia Litoral (IEL),,native,2026-03-03T21:34:05.026Z,,GEODETIC_DATUM_ASSUMED_WGS84
